arrival_date,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,is_canceled,total_bookings
2015-07-13,130.28571428571428,1.3095238095238095,2.5952380952380953,2.0,0.047619047619047616,0.011904761904761904,0.011904761904761904,0.27380952380952384,0.0,0.09523809523809523,0.0,97.79833333333333,0.09523809523809523,0.6547619047619048,45,84
2015-07-14,76.28571428571429,1.1428571428571428,4.942857142857143,1.8857142857142857,0.08571428571428572,0.0,0.02857142857142857,0.08571428571428572,0.2,0.2571428571428571,0.0,110.63742857142857,0.11428571428571428,1.0857142857142856,11,35
2015-07-15,149.85294117647058,0.21568627450980393,2.4607843137254903,2.0,0.0392156862745098,0.0,0.00980392156862745,5.764705882352941,0.00980392156862745,0.1568627450980392,0.0,98.31901960784315,0.0392156862745098,0.11764705882352941,48,102
2015-07-16,140.70873786407768,0.6019417475728155,2.941747572815534,1.941747572815534,0.07766990291262135,0.0,0.21359223300970873,0.44660194174757284,0.02912621359223301,0.1553398058252427,0.0,98.43922330097087,0.10679611650485436,0.4077669902912621,62,103
2015-07-17,161.841059602649,0.5629139072847682,2.3112582781456954,1.8410596026490067,0.059602649006622516,0.0,0.006622516556291391,0.23841059602649006,0.013245033112582781,0.271523178807947,0.0,107.06781456953642,0.052980132450331126,0.33774834437086093,45,151
2015-07-18,98.13548387096775,1.8709677419354838,2.367741935483871,1.9483870967741936,0.08387096774193549,0.012903225806451613,0.0,0.24516129032258063,0.0,0.07096774193548387,0.0,92.60735483870967,0.05161290322580645,0.23225806451612904,78,155
2015-07-19,58.53703703703704,1.9814814814814814,3.2222222222222223,1.9444444444444444,0.16666666666666666,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.16666666666666666,0.0,122.97240740740742,0.09259259259259259,0.7777777777777778,18,54
2015-07-20,152.28,1.376,2.88,1.96,0.144,0.024,0.0,0.44,0.0,0.128,0.0,103.56536,0.072,0.376,72,125
2015-07-21,112.54929577464789,0.4647887323943662,3.084507042253521,2.028169014084507,0.09859154929577464,0.014084507042253521,0.0,0.5633802816901409,0.014084507042253521,0.09859154929577464,0.0,98.40422535211268,0.07042253521126761,0.36619718309859156,44,71
2015-07-22,135.48818897637796,0.1732283464566929,2.5039370078740157,1.9763779527559056,0.05511811023622047,0.0,0.007874015748031496,0.41732283464566927,0.0,0.15748031496062992,0.0,79.228031496063,0.06299212598425197,0.18110236220472442,84,127
2015-07-23,152.944,0.408,2.224,1.928,0.072,0.0,0.16,0.36,0.0,0.208,0.0,92.05064,0.064,0.24,59,125
2015-07-24,51.796875,1.171875,3.453125,2.046875,0.203125,0.0,0.0,0.015625,0.0,0.15625,0.0,138.41703125,0.109375,0.875,15,64
2015-07-25,114.37254901960785,1.6911764705882353,2.073529411764706,1.9264705882352942,0.06372549019607843,0.004901960784313725,0.0,0.25980392156862747,0.0,0.12745098039215685,0.0,87.31906862745097,0.0392156862745098,0.24019607843137256,103,204
2015-07-26,67.46808510638297,2.1702127659574466,3.6382978723404253,2.0425531914893615,0.1702127659574468,0.0,0.0,0.0851063829787234,0.0,0.10638297872340426,0.0,125.7195744680851,0.10638297872340426,0.9148936170212766,15,47
2015-07-27,119.63529411764706,1.111764705882353,2.0294117647058822,1.9941176470588236,0.041176470588235294,0.0058823529411764705,0.0,0.3058823529411765,0.0,0.13529411764705881,0.0,92.06211764705883,0.07058823529411765,0.31176470588235294,97,170
2015-07-28,61.970588235294116,0.5,3.7058823529411766,2.0,0.20588235294117646,0.0,0.0,0.058823529411764705,0.0,0.35294117647058826,0.0,109.14823529411764,0.11764705882352941,0.6176470588235294,6,34
2015-07-29,73.5,1.04,3.84,1.94,0.2,0.04,0.0,0.08,0.0,0.08,0.0,118.4458,0.08,0.92,16,50
2015-07-30,163.32323232323233,0.5454545454545454,2.7777777777777777,1.9090909090909092,0.1111111111111111,0.0,0.20202020202020202,0.45454545454545453,0.0,0.09090909090909091,0.0,99.36585858585858,0.06060606060606061,0.5555555555555556,58,99
2015-07-31,61.666666666666664,0.9420289855072463,2.652173913043478,1.8985507246376812,0.2028985507246377,0.0,0.0,0.014492753623188406,0.0,0.07246376811594203,0.0,132.13565217391306,0.14492753623188406,0.8260869565217391,18,69
2015-08-01,95.02727272727273,2.2,3.7181818181818183,1.9454545454545455,0.2545454545454545,0.0,0.0,0.09090909090909091,0.00909090909090909,0.35454545454545455,0.0,141.161,0.1,0.7545454545454545,50,110
2015-08-02,97.5,2.24,3.8,2.0,0.1,0.08,0.0,0.04,0.0,0.26,0.0,138.0896,0.22,1.36,7,50
2015-08-03,150.49180327868854,1.2021857923497268,2.9617486338797816,1.9672131147540983,0.11475409836065574,0.03278688524590164,0.00546448087431694,0.4371584699453552,0.0,0.1366120218579235,0.0,89.51191256830602,0.03825136612021858,0.4426229508196721,110,183
2015-08-04,74.47058823529412,0.6274509803921569,4.0,1.9019607843137254,0.0784313725490196,0.0196078431372549,0.0196078431372549,0.11764705882352941,0.0,0.29411764705882354,0.0,129.59529411764706,0.13725490196078433,0.8823529411764706,12,51
2015-08-05,88.28571428571429,0.14935064935064934,2.5259740259740258,1.9350649350649352,0.006493506493506494,0.006493506493506494,0.0,0.21428571428571427,0.0,0.11688311688311688,0.0,76.94655844155844,0.032467532467532464,0.2792207792207792,64,154
2015-08-06,115.10666666666667,0.49333333333333335,2.4133333333333336,1.8933333333333333,0.05333333333333334,0.0,0.0,0.29333333333333333,0.0,0.41333333333333333,0.0,97.80786666666667,0.06666666666666667,0.64,27,75
2015-08-07,109.49624060150376,0.6165413533834586,2.43609022556391,1.9699248120300752,0.09022556390977443,0.05263157894736842,0.0,0.24060150375939848,0.007518796992481203,0.12030075187969924,0.0,96.5093984962406,0.045112781954887216,0.6842105263157895,56,133
2015-08-08,109.19417475728156,1.7864077669902914,2.092233009708738,1.9563106796116505,0.08737864077669903,0.019417475728155338,0.0,0.27184466019417475,0.0,0.11165048543689321,0.0,99.96776699029127,0.05825242718446602,0.36893203883495146,100,206
2015-08-09,48.51764705882353,1.8823529411764706,2.4235294117647057,1.9294117647058824,0.21176470588235294,0.023529411764705882,0.0,0.011764705882352941,0.0,0.16470588235294117,0.0,137.6944705882353,0.15294117647058825,0.8823529411764706,14,85
2015-08-10,110.34299516908213,1.2270531400966183,2.4927536231884058,1.9903381642512077,0.09178743961352658,0.024154589371980676,0.004830917874396135,0.2560386473429952,0.004830917874396135,0.2222222222222222,0.0,102.9159420289855,0.043478260869565216,0.4782608695652174,79,207
2015-08-11,47.30769230769231,0.4358974358974359,3.4871794871794872,1.811965811965812,0.2222222222222222,0.008547008547008548,0.0,0.008547008547008548,0.0,0.38461538461538464,0.0,114.03717948717949,0.11965811965811966,0.7948717948717948,28,117
2015-08-12,108.02255639097744,0.24812030075187969,2.6165413533834587,1.894736842105263,0.06015037593984962,0.007518796992481203,0.007518796992481203,0.24812030075187969,0.007518796992481203,0.13533834586466165,0.0,90.59323308270676,0.03759398496240601,0.48120300751879697,50,133
2015-08-13,135.02803738317758,0.4766355140186916,2.6542056074766354,2.0186915887850465,0.037383177570093455,0.018691588785046728,0.18691588785046728,0.37383177570093457,0.0,0.06542056074766354,0.0,109.52757009345795,0.056074766355140186,0.6074766355140186,54,107
2015-08-14,101.54711246200608,0.2613981762917933,2.115501519756839,1.9696048632218845,0.03343465045592705,0.0,0.0060790273556231,0.2857142857142857,0.0060790273556231,0.182370820668693,0.0,106.32279635258358,0.030395136778115502,0.1519756838905775,210,329
2015-08-15,107.9,1.9421052631578948,2.610526315789474,1.9842105263157894,0.10526315789473684,0.005263157894736842,0.005263157894736842,0.20526315789473684,0.015789473684210527,0.17894736842105263,0.0,107.26752631578948,0.05789473684210526,0.3526315789473684,89,190
2015-08-16,54.52040816326531,1.9183673469387754,2.6122448979591835,1.8571428571428572,0.17346938775510204,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.0,0.16326530612244897,0.0,141.59357142857144,0.09183673469387756,0.7040816326530612,24,98
2015-08-17,124.99468085106383,1.2553191489361701,2.4574468085106385,1.925531914893617,0.10106382978723404,0.015957446808510637,0.0,0.2712765957446808,0.005319148936170213,0.14361702127659576,0.0,101.33313829787235,0.0425531914893617,0.574468085106383,80,188
2015-08-18,27.680851063829788,0.35106382978723405,3.24468085106383,1.872340425531915,0.24468085106382978,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.2872340425531915,0.0,120.56978723404255,0.02127659574468085,0.7127659574468085,26,94
2015-08-19,34.515151515151516,0.6515151515151515,3.3484848484848486,1.9545454545454546,0.12121212121212122,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.2878787878787879,0.0,118.19772727272728,0.06060606060606061,0.8787878787878788,8,66
2015-08-20,142.04545454545453,0.5636363636363636,2.790909090909091,1.9727272727272727,0.08181818181818182,0.00909090909090909,0.20909090909090908,0.36363636363636365,0.02727272727272727,0.16363636363636364,0.0,95.4699090909091,0.03636363636363636,0.7272727272727273,50,110
2015-08-21,42.693333333333335,1.28,3.0,1.9733333333333334,0.2,0.013333333333333334,0.0,0.0,0.0,0.24,0.0,131.9688,0.09333333333333334,1.0533333333333332,13,75
2015-08-22,103.64028776978417,1.8345323741007193,2.633093525179856,2.0071942446043165,0.1510791366906475,0.007194244604316547,0.0,0.17985611510791366,0.0,0.2014388489208633,0.0,116.50798561151079,0.08633093525179857,0.5323741007194245,59,139
2015-08-23,49.74683544303797,2.088607594936709,3.088607594936709,1.860759493670886,0.3037974683544304,0.02531645569620253,0.0,0.02531645569620253,0.0379746835443038,0.189873417721519,0.0,134.81417721518986,0.10126582278481013,1.1518987341772151,17,79
2015-08-24,134.4640522875817,1.0980392156862746,1.9019607843137254,1.9607843137254901,0.09803921568627451,0.026143790849673203,0.006535947712418301,0.35294117647058826,0.013071895424836602,0.1568627450980392,0.0,100.00424836601307,0.0392156862745098,0.45751633986928103,69,153
2015-08-25,110.57142857142857,0.2222222222222222,3.9285714285714284,1.8888888888888888,0.10317460317460317,0.015873015873015872,0.007936507936507936,0.25396825396825395,0.007936507936507936,0.1746031746031746,0.0,89.82166666666667,0.03968253968253968,0.3492063492063492,59,126
2015-08-26,113.80327868852459,0.12295081967213115,2.3852459016393444,1.8770491803278688,0.09016393442622951,0.00819672131147541,0.00819672131147541,0.2540983606557377,0.0,0.1557377049180328,0.0,81.19737704918033,0.02459016393442623,0.4262295081967213,49,122
2015-08-27,161.3,0.69,2.89,1.96,0.11,0.05,0.23,0.5,0.0,0.12,0.0,93.229,0.07,0.59,61,100
2015-08-28,47.44047619047619,1.0357142857142858,2.6904761904761907,1.9523809523809523,0.2261904761904762,0.03571428571428571,0.047619047619047616,0.05952380952380952,0.10714285714285714,0.17857142857142858,0.0,120.58809523809524,0.10714285714285714,1.0714285714285714,25,84
2015-08-29,66.86238532110092,1.724770642201835,2.293577981651376,1.9541284403669725,0.11926605504587157,0.01834862385321101,0.0,0.027522935779816515,0.009174311926605505,0.25688073394495414,0.0,111.86330275229358,0.11926605504587157,0.7155963302752294,20,109
2015-08-30,67.68316831683168,1.9108910891089108,1.7524752475247525,1.9405940594059405,0.04950495049504951,0.019801980198019802,0.0,0.0,0.0,0.09900990099009901,0.0,105.02455445544554,0.1485148514851485,0.6039603960396039,52,101
2015-08-31,103.01739130434783,1.1652173913043478,2.5478260869565217,1.8434782608695652,0.05217391304347826,0.008695652173913044,0.0,0.1826086956521739,0.0,0.12173913043478261,0.0,89.87147826086957,0.034782608695652174,0.5217391304347826,36,115
2015-09-01,82.93,0.87,4.43,1.9,0.2,0.01,0.02,0.03,0.02,0.23,0.0,105.0,0.07,0.82,18,100
2015-09-02,149.0234375,1.03125,3.8984375,1.9375,0.0859375,0.015625,0.0078125,4.65625,0.0078125,0.296875,0.0,65.270625,0.0625,0.375,55,128
2015-09-03,167.56129032258065,0.38064516129032255,2.9419354838709677,2.1548387096774193,0.10967741935483871,0.0,0.12903225806451613,2.606451612903226,0.01935483870967742,0.08387096774193549,0.0,85.92045161290322,0.05806451612903226,0.5290322580645161,66,155
2015-09-04,119.6875,0.7291666666666666,2.171875,1.6875,0.046875,0.0,0.005208333333333333,0.11458333333333333,0.015625,0.19270833333333334,1.5833333333333333,100.04494791666667,0.078125,0.390625,42,192
2015-09-05,133.7875,1.5583333333333333,2.175,2.0166666666666666,0.08333333333333333,0.0125,0.0,0.30833333333333335,0.0,0.15416666666666667,0.0,81.16608333333333,0.04583333333333333,0.44166666666666665,145,240
2015-09-06,61.25657894736842,2.098684210526316,1.763157894736842,1.868421052631579,0.03289473684210526,0.013157894736842105,0.0,0.0,0.013157894736842105,0.13157894736842105,0.0,88.97348684210526,0.07894736842105263,0.35526315789473684,25,152
2015-09-07,97.21804511278195,1.3984962406015038,3.1052631578947367,2.1654135338345863,0.06015037593984962,0.022556390977443608,0.0,0.21052631578947367,0.0,0.3157894736842105,0.0,101.65827067669173,0.045112781954887216,0.706766917293233,41,133
2015-09-08,112.71153846153847,0.4230769230769231,2.8365384615384617,1.8653846153846154,0.057692307692307696,0.009615384615384616,0.019230769230769232,0.22115384615384615,0.038461538461538464,0.11538461538461539,0.0,93.75346153846155,0.038461538461538464,0.40384615384615385,34,104
2015-09-09,124.92039800995025,0.3482587064676617,2.537313432835821,1.7810945273631842,0.01990049751243781,0.004975124378109453,0.014925373134328358,0.18407960199004975,0.014925373134328358,0.09950248756218906,0.0,88.22746268656716,0.03482587064676617,0.32338308457711445,64,201
2015-09-10,104.89208633093526,0.7122302158273381,3.028776978417266,1.8992805755395683,0.02877697841726619,0.007194244604316547,0.007194244604316547,0.18705035971223022,0.0,0.07913669064748201,0.0,96.64805755395683,0.02877697841726619,0.5611510791366906,75,139
2015-09-11,117.4622641509434,0.5471698113207547,2.19811320754717,1.6886792452830188,0.009433962264150943,0.0,0.0,0.14622641509433962,0.0,0.19811320754716982,1.8113207547169812,88.2825,0.0330188679245283,0.2358490566037736,79,212
2015-09-12,178.77486910994764,1.8586387434554974,2.413612565445026,2.0366492146596857,0.02617801047120419,0.0,0.0,0.3403141361256545,0.0,0.14659685863874344,0.0,71.49759162303664,0.010471204188481676,0.32460732984293195,89,191
2015-09-13,74.86153846153846,2.2615384615384615,3.3384615384615386,1.8923076923076922,0.06153846153846154,0.06153846153846154,0.0,0.015384615384615385,0.0,0.12307692307692308,0.0,96.58876923076923,0.07692307692307693,0.8307692307692308,14,65
2015-09-14,157.63758389261744,1.1342281879194631,2.0738255033557045,1.8456375838926173,0.040268456375838924,0.006711409395973154,0.0,0.18791946308724833,0.0,0.2080536912751678,0.0,87.59127516778524,0.04697986577181208,0.37583892617449666,36,149
2015-09-15,92.49586776859505,0.628099173553719,3.9008264462809916,1.71900826446281,0.03305785123966942,0.008264462809917356,0.01652892561983471,5.198347107438017,0.04132231404958678,0.17355371900826447,0.0,85.17454545454547,0.05785123966942149,0.5867768595041323,41,121
2015-09-16,101.66470588235295,0.3176470588235294,2.5,1.8235294117647058,0.052941176470588235,0.0,0.0,0.19411764705882353,0.0,0.08823529411764706,0.0,83.23041176470588,0.08823529411764706,0.43529411764705883,51,170
2015-09-17,187.76132930513594,0.2990936555891239,2.6253776435045317,1.716012084592145,0.01812688821752266,0.0,0.00906344410876133,0.5498489425981873,0.006042296072507553,0.13595166163141995,0.0,65.27864048338368,0.021148036253776436,0.29607250755287007,194,331
2015-09-18,145.14411764705883,0.28823529411764703,2.052941176470588,1.85,0.0,0.0058823529411764705,0.0029411764705882353,0.3205882352941177,0.020588235294117647,0.08823529411764706,0.0,101.5775294117647,0.011764705882352941,0.20294117647058824,203,340
2015-09-19,139.16923076923078,1.7384615384615385,2.3794871794871795,2.0153846153846153,0.041025641025641026,0.005128205128205128,0.0,0.27692307692307694,0.0,0.10256410256410256,0.0,85.45189743589744,0.05128205128205128,0.4,76,195
2015-09-20,54.68217054263566,2.0,1.8837209302325582,1.821705426356589,0.031007751937984496,0.015503875968992248,0.13178294573643412,0.24031007751937986,0.046511627906976744,0.10852713178294573,0.0,93.69147286821706,0.03875968992248062,0.4728682170542636,42,129
2015-09-21,132.62389380530973,1.0884955752212389,1.668141592920354,1.9469026548672566,0.01327433628318584,0.004424778761061947,0.008849557522123894,0.22566371681415928,0.01327433628318584,0.10176991150442478,0.0,81.7346017699115,0.030973451327433628,0.2831858407079646,79,226
2015-09-22,31.900990099009903,0.21782178217821782,2.623762376237624,1.7623762376237624,0.009900990099009901,0.0,0.019801980198019802,0.009900990099009901,0.019801980198019802,0.19801980198019803,4.5049504950495045,103.34059405940593,0.07920792079207921,0.5841584158415841,14,101
2015-09-23,116.44654088050315,0.32075471698113206,2.660377358490566,1.8867924528301887,0.025157232704402517,0.012578616352201259,0.006289308176100629,0.20754716981132076,0.006289308176100629,0.13836477987421383,6.018867924528302,103.26811320754717,0.031446540880503145,0.2641509433962264,45,159
2015-09-24,210.84259259259258,1.1064814814814814,3.1574074074074074,1.9537037037037037,0.046296296296296294,0.0,0.004629629629629629,1.3703703703703705,0.013888888888888888,0.1527777777777778,0.0,118.14439814814814,0.013888888888888888,0.17592592592592593,120,216
2015-09-25,86.37818181818182,1.5854545454545454,2.6036363636363635,1.7418181818181817,0.014545454545454545,0.0,0.0036363636363636364,0.12727272727272726,0.0,0.2290909090909091,0.0,144.3965090909091,0.03272727272727273,0.19272727272727272,123,275
2015-09-26,127.31313131313131,1.5404040404040404,1.8636363636363635,1.9141414141414141,0.020202020202020204,0.0,0.06565656565656566,0.29292929292929293,0.0,0.24242424242424243,0.0,128.4719696969697,0.030303030303030304,0.31313131313131315,114,198
2015-09-27,59.391304347826086,2.028985507246377,2.4347826086956523,1.5942028985507246,0.014492753623188406,0.0,0.057971014492753624,0.07246376811594203,0.15942028985507245,0.34782608695652173,0.0,113.88014492753622,0.07246376811594203,0.391304347826087,18,69
2015-09-28,105.42990654205607,1.2149532710280373,2.130841121495327,1.6635514018691588,0.009345794392523364,0.009345794392523364,0.028037383177570093,0.205607476635514,0.056074766355140186,0.16822429906542055,0.0,97.73177570093458,0.08411214953271028,0.3925233644859813,43,107
2015-09-29,95.16216216216216,0.4864864864864865,3.126126126126126,1.7927927927927927,0.0,0.0,0.009009009009009009,0.2702702702702703,0.02702702702702703,0.10810810810810811,0.0,78.34531531531532,0.036036036036036036,0.2972972972972973,47,111
2015-09-30,67.92682926829268,0.1902439024390244,2.1658536585365855,1.8097560975609757,0.014634146341463415,0.00975609756097561,0.06341463414634146,0.07804878048780488,0.014634146341463415,0.14146341463414633,12.121951219512194,107.4320487804878,0.03414634146341464,0.24390243902439024,101,205
2015-10-01,86.03305785123968,0.71900826446281,2.909090909090909,1.8099173553719008,0.04132231404958678,0.0,0.01652892561983471,0.23140495867768596,0.01652892561983471,0.10743801652892562,0.48760330578512395,83.64289256198347,0.06611570247933884,0.7520661157024794,34,121
2015-10-02,121.57352941176471,0.5147058823529411,2.269607843137255,1.3970588235294117,0.058823529411764705,0.00980392156862745,0.0196078431372549,0.03431372549019608,0.0,0.12745098039215685,2.0245098039215685,94.60127450980391,0.024509803921568627,0.2549019607843137,21,204
2015-10-03,169.53554502369667,1.6540284360189574,2.085308056872038,2.0,0.0,0.0,0.009478672985781991,0.45023696682464454,0.014218009478672985,0.04265402843601896,0.0,63.68796208530806,0.04265402843601896,0.17061611374407584,151,211
2015-10-04,84.05945945945946,2.0324324324324325,1.6,2.0648648648648646,0.021621621621621623,0.005405405405405406,0.02702702702702703,3.7783783783783784,0.021621621621621623,0.07027027027027027,0.0,78.52032432432432,0.032432432432432434,0.33513513513513515,70,185
2015-10-05,101.45291479820628,1.3139013452914798,2.8654708520179373,1.600896860986547,0.013452914798206279,0.013452914798206279,0.008968609865470852,0.17937219730941703,0.008968609865470852,0.13901345291479822,8.174887892376681,101.0778475336323,0.03139013452914798,0.30493273542600896,115,223
2015-10-06,57.79329608938548,0.3575418994413408,3.217877094972067,1.8491620111731844,0.0782122905027933,0.0111731843575419,0.4301675977653631,0.2681564245810056,0.05027932960893855,0.17318435754189945,0.0,83.34882681564245,0.0446927374301676,0.4022346368715084,69,179
2015-10-07,97.7421052631579,0.15263157894736842,2.4526315789473685,1.7210526315789474,0.010526315789473684,0.010526315789473684,0.015789473684210527,0.23684210526315788,0.042105263157894736,0.12631578947368421,4.742105263157895,79.054,0.031578947368421054,0.4368421052631579,58,190
2015-10-08,158.4939024390244,0.7012195121951219,3.042682926829268,1.8658536585365855,0.036585365853658534,0.0,0.012195121951219513,0.3048780487804878,0.0,0.16463414634146342,2.5304878048780486,67.34121951219511,0.06097560975609756,0.29878048780487804,80,164
2015-10-09,91.88571428571429,0.7904761904761904,2.0142857142857142,1.8761904761904762,0.04285714285714286,0.009523809523809525,0.0,0.12857142857142856,0.009523809523809525,0.08571428571428572,9.461904761904762,89.84609523809524,0.047619047619047616,0.319047619047619,78,210
2015-10-10,147.172,1.312,1.336,1.944,0.044,0.008,0.004,0.292,0.0,0.076,0.0,67.39583999999999,0.036,0.316,119,250
2015-10-11,90.02941176470588,1.7745098039215685,1.1666666666666667,1.803921568627451,0.029411764705882353,0.08823529411764706,0.0,0.22549019607843138,0.0,0.23529411764705882,0.0,75.26392156862745,0.058823529411764705,0.4803921568627451,34,102
2015-10-12,102.95192307692308,1.1682692307692308,2.105769230769231,1.8125,0.014423076923076924,0.0,0.04807692307692308,0.11538461538461539,0.10576923076923077,0.1346153846153846,0.0,74.39706730769231,0.04326923076923077,0.27403846153846156,47,208
2015-10-13,45.5,0.22448979591836735,2.510204081632653,1.7244897959183674,0.061224489795918366,0.0,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.10204081632653061,0.0,76.54234693877551,0.11224489795918367,0.3979591836734694,8,98
2015-10-14,80.10958904109589,0.589041095890411,2.6575342465753424,1.6849315068493151,0.0273972602739726,0.0,0.0136986301369863,0.0547945205479452,0.0136986301369863,0.3561643835616438,0.0,70.44794520547946,0.0958904109589041,0.7534246575342466,4,73
2015-10-15,144.41176470588235,0.4392156862745098,2.384313725490196,1.6431372549019607,0.011764705882352941,0.00392156862745098,0.00392156862745098,0.19607843137254902,0.01568627450980392,0.4235294117647059,0.0,72.8896862745098,0.07058823529411765,0.1568627450980392,67,255
2015-10-16,163.26123595505618,0.11797752808988764,1.8174157303370786,1.845505617977528,0.014044943820224719,0.0,0.0,0.2893258426966292,0.0,0.07865168539325842,0.47752808988764045,95.32224719101124,0.016853932584269662,0.19662921348314608,222,356
2015-10-17,214.66923076923078,0.9076923076923077,1.3,1.976923076923077,0.05384615384615385,0.0,0.0,0.4846153846153846,0.0,0.07692307692307693,0.0,71.30161538461537,0.023076923076923078,0.24615384615384617,68,130
2015-10-18,39.26724137931034,1.9310344827586208,2.4482758620689653,1.8103448275862069,0.09482758620689655,0.008620689655172414,0.02586206896551724,0.07758620689655173,0.04310344827586207,0.1206896551724138,0.0,82.64025862068966,0.017241379310344827,0.7241379310344828,18,116
2015-10-19,89.58078602620087,1.1004366812227073,2.432314410480349,1.7117903930131004,0.017467248908296942,0.004366812227074236,0.013100436681222707,0.18777292576419213,0.013100436681222707,0.09606986899563319,4.720524017467249,76.1150655021834,0.039301310043668124,0.4890829694323144,59,229
2015-10-20,27.44954128440367,0.25688073394495414,2.926605504587156,1.6055045871559632,0.06422018348623854,0.0,0.06422018348623854,0.10091743119266056,0.07339449541284404,0.12844036697247707,0.0,96.60412844036698,0.07339449541284404,0.7155963302752294,15,109
2015-10-21,85.93129770992367,0.24427480916030533,2.3969465648854964,1.6259541984732824,0.09923664122137404,0.0,0.061068702290076333,0.09923664122137404,0.10687022900763359,0.2900763358778626,0.0,66.61343511450382,0.061068702290076333,0.6106870229007634,28,131
2015-10-22,49.11363636363637,0.7613636363636364,2.9545454545454546,1.8636363636363635,0.07954545454545454,0.011363636363636364,0.011363636363636364,0.056818181818181816,0.0,0.14772727272727273,0.0,74.53988636363637,0.11363636363636363,0.9886363636363636,12,88
2015-10-23,39.08080808080808,1.02020202020202,2.282828282828283,1.8282828282828283,0.020202020202020204,0.0,0.020202020202020204,0.08080808080808081,0.0707070707070707,0.23232323232323232,0.0,70.70525252525252,0.1111111111111111,0.7373737373737373,13,99
2015-10-24,70.40625,0.6625,1.45625,1.7375,0.09375,0.0,0.0,0.03125,0.0125,0.075,0.0,84.9970625,0.0375,0.41875,99,160
2015-10-25,55.027027027027025,1.9864864864864864,1.5675675675675675,1.8918918918918919,0.07432432432432433,0.0,0.0,0.04054054054054054,0.0,0.0945945945945946,29.39189189189189,86.45945945945945,0.0,0.32432432432432434,13,148
